Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,extra_0,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,extra_1
492,Malick Thiaw,de GER,DF,Newcastle United,23,2001,32.9,0.12,0.00,0.00,0.73,0.33,0.06,0.27,0.91,1.03,,,0.00,Matches,,35,33,2,32.9,0.12,0.00,0.12,0.12,0.00,0.00,0.12,0.00,0.12,0.12,
493,Youri Tielemans,be BEL,MF,Aston Villa,28,1997,20.7,0.00,0.00,0.00,1.21,1.93,0.05,2.17,0.77,1.88,,,0.00,Matches,,25,21,1,20.7,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.19,0.19,0.00,
494,Jurriën Timber,nl NED,DF,Arsenal,24,2001,27.3,0.18,0.00,0.00,1.39,1.06,0.00,1.68,0.88,1.28,,,0.00,Matches,,30,28,2,27.3,0.11,0.18,0.29,0.11,0.00,0.00,0.11,0.18,0.29,0.11,
495,Jean-Clair Todibo,fr FRA,DF,West Ham United,25,1999,20.2,0.25,0.05,0.00,0.45,0.15,0.05,0.10,0.79,1.19,,,0.00,Matches,,23,22,1,20.2,0.00,0.05,0.05,0.00,0.00,0.05,0.00,0.05,0.05,0.00,
496,Sandro Tonali,it ITA,MF,Newcastle United,25,2000,28.2,0.14,0.00,0.00,0.85,1.49,0.04,3.37,0.99,0.89,,,0.00,Matches,,35,31,2,28.2,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.07,0.00,
497,Pau Torres,es ESP,DF,Aston Villa,28,1997,18.6,0.05,0.00,0.00,0.38,0.27,0.00,0.22,0.59,0.75,,,0.05,Matches,,21,18,1,18.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
498,Alex Tóth,hu HUN,MF,Bournemouth,19,2005,1.6,0.63,0.00,0.00,0.63,1.25,0.00,1.88,1.88,0.00,,,0.00,Matches,,9,2,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
499,James Trafford,eng ENG,GK,Manchester City,22,2002,4.0,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.25,,,0.00,Matches,,4,4,360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
500,Adama Traoré,es ESP,MF,Fulham,29,1996,3.0,0.00,0.00,0.00,2.00,2.67,1.00,5.00,0.00,0.33,,,0.00,Matches,,15,1,274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
501,Adama Traoré,es ESP,FW,MF,West Ham United,29,1996,1.3,0.77,0.00,0.00,0.77,0.00,1.54,9.23,0.00,0.77,,,0.00,Matches,1996,9,0,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
502,Bertrand Traoré,bf BFA,MF,FW,Sunderland,29,1995,7.0,0.14,0.00,0.00,1.57,1.71,0.14,1.86,0.29,0.57,,,0.00,Matches,1995,12,9,7.0,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.14,0.14,
503,Mike Trésor,be BEL,FW,MF,Burnley,26,1999,0.5,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,,,0.00,Matches,1999,6,0,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
504,Kieran Trippier,eng ENG,DF,Newcastle United,34,1990,17.6,0.17,0.00,0.00,1.25,1.08,0.06,5.45,0.40,0.74,,,0.00,Matches,,21,18,1,17.6,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.00,
505,Leandro Trossard,be BEL,FW,MF,Arsenal,30,1994,22.2,0.09,0.00,0.00,0.59,1.76,0.23,2.61,0.41,0.68,,,0.00,Matches,1994,31,21,000,22.2,0.27,0.27,0.54,0.27,0.09,0.00,0.27,0.27,0.54,Matches
506,Adrien Truffert,fr FRA,DF,Bournemouth,23,2001,37.5,0.13,0.00,0.00,1.04,0.85,0.00,3.79,1.15,1.36,,,0.00,Matches,,38,38,3,37.5,0.03,0.13,0.16,0.03,0.00,0.00,0.03,0.13,0.16,0.03,
507,Axel Tuanzebe,cd COD,DF,Burnley,27,1997,13.3,0.08,0.00,0.00,0.98,0.15,0.08,0.08,0.90,0.60,,,0.08,Matches,,14,14,1,13.3,0.08,0.00,0.08,0.08,0.00,0.00,0.07,0.00,0.07,0.07,
508,Stefanos Tzimas,gr GRE,FW,Brighton,19,2006,1.5,0.00,0.00,0.00,2.67,0.67,0.67,0.67,0.00,0.67,,,0.00,Matches,,9,1,139,0.67,0.67,1.33,0.67,0.00,0.00,0.65,0.65,1.29,0.65,1.29,
509,Christantus Uche,ng NGA,FW,Crystal Palace,22,2003,1.9,0.00,0.00,0.00,2.11,3.68,1.58,3.16,0.00,0.53,,,0.00,Matches,,14,0,173,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
510,Destiny Udogie,it ITA,DF,MF,Tottenham Hotspur,22,2002,14.9,0.27,0.00,0.00,1.14,1.48,0.20,1.81,0.47,1.34,,,0.00,Matches,2002,20,14,339,14.9,0.00,0.07,0.07,0.00,0.27,0.00,0.00,0.07,0.07,Matches
511,Manuel Ugarte,uy URU,MF,Manchester Utd,24,2001,9.9,0.10,0.00,0.00,2.42,1.52,0.00,0.10,2.02,3.03,,,0.00,Matches,,22,8,887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
512,Lesley Ugochukwu,fr FRA,MF,Burnley,21,2004,26.0,0.12,0.04,0.04,1.08,1.15,0.04,0.27,0.65,1.00,,,0.00,Matches,,35,27,2,26.0,0.12,0.04,0.15,0.12,0.00,0.04,0.12,0.04,0.15,0.12,
513,Enes Ünal,tr TUR,FW,Bournemouth,28,1997,2.6,0.38,0.00,0.00,2.31,3.85,1.15,0.77,0.00,0.38,,,0.00,Matches,,23,0,232,0.38,0.00,0.38,0.38,0.00,0.00,0.39,0.00,0.39,0.39,0.39,
514,Hákon Valdimarsson,is ISL,GK,Brentford,23,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,1,90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
515,Virgil van Dijk,nl NED,DF,Liverpool,34,1991,38.0,0.11,0.00,0.00,0.50,0.47,0.03,0.03,0.68,0.39,,,0.00,Matches,,38,38,3,38.0,0.16,0.00,0.16,0.16,0.00,0.00,0.16,0.00,0.16,0.16,
516,Joël Veltman,nl NED,DF,Brighton,33,1992,11.7,0.43,0.00,0.00,0.85,1.88,0.17,1.54,1.62,1.45,,,0.00,Matches,,24,9,1,11.7,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.09,0.09,
517,Micky van de Ven,nl NED,DF,Tottenham Hotspur,24,2001,33.8,0.27,0.03,0.00,0.83,0.65,0.06,0.09,0.62,0.59,,,0.00,Matches,,35,35,3,33.8,0.12,0.03,0.15,0.12,0.00,0.03,0.12,0.03,0.15,0.12,
518,Bart Verbruggen,nl NED,GK,Brighton,22,2002,38.0,0.08,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.03,,,0.03,Matches,,38,38,3,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
519,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,28,1996,31.0,0.03,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.03,,,0.00,Matches,,31,31,2,31.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
520,Kyle Walker,eng ENG,DF,MF,Burnley,35,1990,34.4,0.26,0.00,0.00,0.93,0.64,0.03,1.08,1.25,0.93,,,0.00,Matches,1990,36,35,096,34.4,0.00,0.06,0.06,0.00,0.26,0.00,0.00,0.06,0.06,Matches
521,Kyle Walker-Peters,eng ENG,DF,West Ham United,28,1997,15.4,0.13,0.00,0.00,0.78,1.62,0.06,1.30,0.58,1.95,,,0.00,Matches,,23,15,1,15.4,0.06,0.00,0.06,0.06,0.00,0.00,0.07,0.00,0.07,0.07,
522,Aaron Wan-Bissaka,cd COD,DF,MF,West Ham United,27,1997,23.1,0.17,0.00,0.00,1.00,0.52,0.04,1.86,1.77,1.04,,,0.00,Matches,1997,25,23,081,23.1,0.00,0.09,0.09,0.00,0.17,0.00,0.00,0.09,0.09,Matches
523,James Ward-Prowse,eng ENG,MF,West Ham United,30,1994,4.6,0.00,0.00,0.00,0.87,0.43,0.00,4.78,1.30,0.43,,,0.00,Matches,,5,5,413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
524,James Ward-Prowse,eng ENG,MF,Burnley,30,1994,7.6,0.13,0.00,0.00,0.53,1.45,0.00,6.84,1.97,0.53,,,0.00,Matches,,13,7,684,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,
525,Ollie Watkins,eng ENG,FW,Aston Villa,29,1995,31.5,0.13,0.00,0.00,1.11,1.02,0.79,0.22,0.16,0.44,,,0.00,Matches,,37,33,2,31.5,0.51,0.10,0.60,0.51,0.00,0.00,0.51,0.10,0.60,0.51,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
526,Tom Watson,eng ENG,MF,Brighton,19,2006,0.7,1.43,0.00,0.00,4.29,0.00,0.00,0.00,0.00,1.43,,,0.00,Matches,,6,0,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
527,Max Weiß,de GER,GK,Burnley,21,2004,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,3,3,270,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
528,Danny Welbeck,eng ENG,FW,Brighton,34,1990,25.1,0.20,0.00,0.00,1.24,0.40,0.20,0.12,0.32,0.56,,,0.00,Matches,,37,26,2,25.1,0.52,0.04,0.56,0.48,0.04,0.00,0.52,0.04,0.56,0.48,
529,Adam Wharton,eng ENG,MF,Crystal Palace,21,2004,28.4,0.21,0.04,0.04,1.23,1.09,0.00,3.03,0.95,1.27,,,0.00,Matches,,34,29,2,28.4,0.04,0.18,0.21,0.04,0.00,0.04,0.04,0.18,0.21,0.04,
530,Ben White,eng ENG,DF,Arsenal,27,1997,7.8,0.00,0.00,0.00,0.64,0.77,0.38,2.05,1.15,1.15,,,0.00,Matches,,12,9,702,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,
531,Mats Wieffer,nl NED,DF,Brighton,25,1999,21.1,0.38,0.00,0.00,1.42,1.04,0.09,0.81,1.14,2.04,,,0.00,Matches,,26,23,1,21.1,0.09,0.14,0.24,0.09,0.00,0.00,0.09,0.14,0.24,0.09,
532,Neco Williams,wls WAL,DF,Nottingham Forest,24,2001,35.6,0.17,0.03,0.00,0.81,1.46,0.11,4.02,1.29,1.71,,,0.00,Matches,,37,36,3,35.6,0.06,0.08,0.14,0.06,0.00,0.03,0.06,0.08,0.14,0.06,
533,Estêvão Willian,br BRA,MF,Chelsea,18,2007,9.4,0.43,0.00,0.00,1.28,0.96,0.64,1.70,0.43,0.64,,,0.00,Matches,,22,12,848,0.21,0.21,0.43,0.21,0.00,0.00,0.21,0.21,0.42,0.21,0.42,
534,Joe Willock,eng ENG,MF,Newcastle United,25,1999,10.9,0.28,0.00,0.00,1.47,1.01,0.18,1.47,0.64,1.38,,,0.00,Matches,,24,10,983,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,
535,Callum Wilson,eng ENG,FW,West Ham United,33,1992,13.9,0.07,0.00,0.00,0.86,1.01,0.65,0.36,0.22,0.14,,,0.00,Matches,,32,11,1,13.9,0.50,0.07,0.58,0.50,0.00,0.00,0.50,0.07,0.58,0.50,
536,Harry Wilson,wls WAL,MF,Fulham,28,1997,29.7,0.24,0.00,0.00,0.44,1.25,0.44,3.87,0.54,0.64,,,0.00,Matches,,36,32,2,29.7,0.34,0.24,0.57,0.34,0.00,0.00,0.34,0.24,0.57,0.34,
537,Ben Winterburn,eng ENG,MF,Bournemouth,20,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,1,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
538,Florian Wirtz,de GER,MF,Liverpool,22,2003,26.4,0.04,0.00,0.00,0.83,0.72,0.08,1.21,0.45,0.98,,,0.00,Matches,,33,27,2,26.4,0.19,0.11,0.30,0.19,0.00,0.00,0.19,0.11,0.30,0.19,
539,Yoane Wissa,cd COD,FW,Newcastle United,28,1996,5.9,0.51,0.00,0.00,1.02,0.34,0.68,0.17,0.00,0.85,,,0.00,Matches,,19,4,531,0.17,0.00,0.17,0.17,0.00,0.00,0.17,0.00,0.17,0.17,0.17,
540,Nick Woltemade,de GER,FW,MF,Newcastle United,23,2002,21.1,0.00,0.00,0.00,0.95,0.95,0.38,0.14,0.24,0.62,,,0.05,Matches,2002,33,24,902,21.1,0.38,0.14,0.52,0.33,0.00,0.00,0.38,0.14,0.52,Matches
541,Chris Wood,nz NZL,FW,Nottingham Forest,33,1991,10.0,0.00,0.00,0.00,0.60,0.60,0.40,0.10,0.10,0.10,,,0.00,Matches,,15,11,901,0.30,0.00,0.30,0.30,0.00,0.00,0.30,0.00,0.30,0.30,0.30,
542,Freddie Woodman,eng ENG,GK,Liverpool,28,1997,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,,3,2,213,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
543,Joe Worrall,eng ENG,DF,Burnley,28,1997,5.6,0.00,0.00,0.00,0.71,0.18,0.00,0.00,1.07,0.36,,,0.00,Matches,,11,5,500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
544,Granit Xhaka,ch SUI,MF,Sunderland,32,1992,32.3,0.25,0.00,0.00,0.71,1.24,0.00,3.07,0.90,1.02,,,0.00,Matches,,34,32,2,32.3,0.03,0.19,0.22,0.03,0.00,0.00,0.03,0.19,0.22,0.03,
545,Yehor Yarmoliuk,ua UKR,MF,Brentford,21,2004,29.5,0.24,0.00,0.00,1.25,0.41,0.03,1.02,0.95,1.56,,,0.00,Matches,,37,30,2,29.5,0.03,0.07,0.10,0.03,0.00,0.00,0.03,0.07,0.10,0.03,
546,Ryan Yates,eng ENG,MF,Nottingham Forest,27,1997,6.9,0.43,0.00,0.00,1.88,1.88,0.00,0.72,1.30,1.45,,,0.00,Matches,,22,2,617,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,
547,Leny Yoro,fr FRA,DF,Manchester Utd,19,2005,19.3,0.05,0.00,0.00,0.88,0.26,0.10,0.16,1.61,1.04,,,0.00,Matches,,32,18,1,19.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
548,Oleksandr Zinchenko,ua UKR,DF,Nottingham Forest,28,1996,3.9,0.00,0.00,0.00,0.26,0.51,0.26,4.62,0.51,1.54,,,0.00,Matches,,5,4,353,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
549,Joshua Zirkzee,nl NED,FW,MF,Manchester Utd,24,2001,7.0,0.43,0.00,0.00,1.14,0.86,0.14,0.71,0.14,0.86,,,0.00,Matches,2001,24,5,7.0,0.29,0.14,0.43,0.29,0.00,0.00,0.29,0.14,0.43,0.29,
550,Martín Zubimendi,es ESP,MF,Arsenal,26,1999,33.2,0.12,0.00,0.00,0.99,0.45,0.03,0.39,1.17,1.17,,,0.00,Matches,,38,34,2,33.2,0.15,0.03,0.18,0.15,0.00,0.00,0.15,0.03,0.18,0.15,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,Gls,Ast,G+A,G-PK,G+A-PK,
551,Martin Ødegaard,no NOR,MF,Arsenal,26,1998,15.2,0.00,0.00,0.00,0.59,0.59,0.13,1.45,0.46,0.59,,,0.00,Matches,,24,16,1,15.2,0.07,0.39,0.46,0.07,0.00,0.00,0.07,0.39,0.46,0.07,
